1.028000000000000000e+03,-1.900000000000000000e+01
1.788000000000000000e+03,-2.100000000000000000e+01
2.822000000000000000e+03,-2.000000000000000000e+01
3.870000000000000000e+03,-1.900000000000000000e+01
4.810000000000000000e+03,-2.000000000000000000e+01
5.948000000000000000e+03,-2.100000000000000000e+01
6.875000000000000000e+03,-2.000000000000000000e+01
7.652000000000000000e+03,-2.100000000000000000e+01
8.513000000000000000e+03,-2.100000000000000000e+01
9.389000000000000000e+03,-2.100000000000000000e+01
1.044700000000000000e+04,-1.900000000000000000e+01
1.147800000000000000e+04,-2.000000000000000000e+01
1.245700000000000000e+04,-1.900000000000000000e+01
1.355600000000000000e+04,-1.800000000000000000e+01
1.465600000000000000e+04,-1.900000000000000000e+01
1.587200000000000000e+04,-1.800000000000000000e+01
1.691100000000000000e+04,-1.800000000000000000e+01
1.802500000000000000e+04,-1.800000000000000000e+01
1.893700000000000000e+04,-2.100000000000000000e+01
2.042900000000000000e+04,-1.600000000000000000e+01
2.169200000000000000e+04,-2.000000000000000000e+01
2.284600000000000000e+04,-1.800000000000000000e+01
2.404300000000000000e+04,-1.800000000000000000e+01
2.542700000000000000e+04,-1.600000000000000000e+01
2.656300000000000000e+04,-2.100000000000000000e+01
2.839500000000000000e+04,-1.500000000000000000e+01
2.942100000000000000e+04,-2.100000000000000000e+01
3.059100000000000000e+04,-1.800000000000000000e+01
3.209200000000000000e+04,-1.600000000000000000e+01
3.378000000000000000e+04,-1.500000000000000000e+01
3.516000000000000000e+04,-1.800000000000000000e+01
3.651500000000000000e+04,-1.700000000000000000e+01
3.780100000000000000e+04,-1.700000000000000000e+01
3.903000000000000000e+04,-1.800000000000000000e+01
4.055700000000000000e+04,-1.600000000000000000e+01
4.155700000000000000e+04,-2.000000000000000000e+01
4.336600000000000000e+04,-1.400000000000000000e+01
4.488100000000000000e+04,-1.700000000000000000e+01
4.650800000000000000e+04,-1.300000000000000000e+01
4.825000000000000000e+04,-1.400000000000000000e+01
4.969400000000000000e+04,-1.500000000000000000e+01
5.093000000000000000e+04,-1.700000000000000000e+01
5.208400000000000000e+04,-1.900000000000000000e+01
5.341000000000000000e+04,-1.900000000000000000e+01
5.473900000000000000e+04,-1.600000000000000000e+01
5.577800000000000000e+04,-1.900000000000000000e+01
5.712800000000000000e+04,-1.800000000000000000e+01
5.829200000000000000e+04,-1.900000000000000000e+01
5.967000000000000000e+04,-1.400000000000000000e+01
6.097700000000000000e+04,-1.900000000000000000e+01
6.232500000000000000e+04,-1.600000000000000000e+01
6.389600000000000000e+04,-1.400000000000000000e+01
6.501300000000000000e+04,-1.900000000000000000e+01
6.599400000000000000e+04,-2.000000000000000000e+01
6.693900000000000000e+04,-2.100000000000000000e+01
6.799600000000000000e+04,-2.000000000000000000e+01
6.929100000000000000e+04,-1.700000000000000000e+01
7.031000000000000000e+04,-1.800000000000000000e+01
7.123500000000000000e+04,-2.100000000000000000e+01
7.261100000000000000e+04,-1.500000000000000000e+01
7.379100000000000000e+04,-1.600000000000000000e+01
7.531800000000000000e+04,-1.300000000000000000e+01
7.657200000000000000e+04,-1.700000000000000000e+01
7.828100000000000000e+04,-1.300000000000000000e+01
7.947100000000000000e+04,-1.700000000000000000e+01
8.095200000000000000e+04,-1.700000000000000000e+01
8.238400000000000000e+04,-1.600000000000000000e+01
8.366500000000000000e+04,-1.600000000000000000e+01
8.522700000000000000e+04,-1.300000000000000000e+01
8.654700000000000000e+04,-1.700000000000000000e+01
8.806900000000000000e+04,-1.600000000000000000e+01
8.902400000000000000e+04,-2.000000000000000000e+01
9.070000000000000000e+04,-1.300000000000000000e+01
9.210200000000000000e+04,-1.700000000000000000e+01
9.350200000000000000e+04,-1.800000000000000000e+01
9.478200000000000000e+04,-1.800000000000000000e+01
9.630200000000000000e+04,-1.400000000000000000e+01
9.822400000000000000e+04,-1.100000000000000000e+01
9.957900000000000000e+04,-1.600000000000000000e+01
1.007690000000000000e+05,-1.600000000000000000e+01
1.026510000000000000e+05,-1.100000000000000000e+01
1.040880000000000000e+05,-1.900000000000000000e+01
1.057440000000000000e+05,-1.400000000000000000e+01
1.076440000000000000e+05,-1.000000000000000000e+01
1.091660000000000000e+05,-1.800000000000000000e+01
1.107410000000000000e+05,-1.400000000000000000e+01
1.125910000000000000e+05,-9.000000000000000000e+00
1.145250000000000000e+05,-1.300000000000000000e+01
1.164440000000000000e+05,-1.200000000000000000e+01
1.189110000000000000e+05,-9.000000000000000000e+00
1.205080000000000000e+05,-1.500000000000000000e+01
1.225950000000000000e+05,-1.000000000000000000e+01
1.240720000000000000e+05,-1.700000000000000000e+01
1.260740000000000000e+05,-1.200000000000000000e+01
1.277880000000000000e+05,-1.300000000000000000e+01
1.300000000000000000e+05,-9.000000000000000000e+00
1.321400000000000000e+05,-1.000000000000000000e+01
1.335550000000000000e+05,-1.700000000000000000e+01
1.351540000000000000e+05,-1.400000000000000000e+01
1.370640000000000000e+05,-1.200000000000000000e+01
1.390230000000000000e+05,-1.200000000000000000e+01
1.408660000000000000e+05,-1.200000000000000000e+01
1.428110000000000000e+05,-1.300000000000000000e+01
1.448860000000000000e+05,-9.000000000000000000e+00
1.469490000000000000e+05,-9.000000000000000000e+00
1.488370000000000000e+05,-1.500000000000000000e+01
1.506260000000000000e+05,-1.100000000000000000e+01
1.525410000000000000e+05,-1.300000000000000000e+01
1.542400000000000000e+05,-1.400000000000000000e+01
1.561170000000000000e+05,-1.000000000000000000e+01
1.578300000000000000e+05,-1.400000000000000000e+01
1.597150000000000000e+05,-1.300000000000000000e+01
1.613490000000000000e+05,-1.500000000000000000e+01
1.627710000000000000e+05,-1.700000000000000000e+01
1.648470000000000000e+05,-1.200000000000000000e+01
1.667210000000000000e+05,-1.400000000000000000e+01
1.682560000000000000e+05,-1.600000000000000000e+01
1.703000000000000000e+05,-9.000000000000000000e+00
1.717280000000000000e+05,-1.800000000000000000e+01
1.731730000000000000e+05,-1.600000000000000000e+01
1.750290000000000000e+05,-1.500000000000000000e+01
1.771970000000000000e+05,-1.100000000000000000e+01
1.787800000000000000e+05,-1.700000000000000000e+01
1.806070000000000000e+05,-1.400000000000000000e+01
1.820520000000000000e+05,-1.700000000000000000e+01
1.843540000000000000e+05,-1.200000000000000000e+01
1.862390000000000000e+05,-1.400000000000000000e+01
1.878340000000000000e+05,-1.600000000000000000e+01
1.895230000000000000e+05,-1.600000000000000000e+01
1.913350000000000000e+05,-1.200000000000000000e+01
1.931150000000000000e+05,-1.500000000000000000e+01
1.953070000000000000e+05,-1.100000000000000000e+01
1.969570000000000000e+05,-1.300000000000000000e+01
1.991060000000000000e+05,-1.000000000000000000e+01
2.004880000000000000e+05,-1.700000000000000000e+01
2.024740000000000000e+05,-1.200000000000000000e+01
2.046270000000000000e+05,-1.000000000000000000e+01
2.063500000000000000e+05,-1.400000000000000000e+01
2.083230000000000000e+05,-1.200000000000000000e+01
2.101050000000000000e+05,-1.200000000000000000e+01
2.120440000000000000e+05,-1.200000000000000000e+01
2.143420000000000000e+05,-9.000000000000000000e+00
2.162670000000000000e+05,-1.100000000000000000e+01
2.183630000000000000e+05,-8.000000000000000000e+00
2.208210000000000000e+05,-8.000000000000000000e+00
2.230340000000000000e+05,-8.000000000000000000e+00
2.250720000000000000e+05,-1.300000000000000000e+01
2.267730000000000000e+05,-1.400000000000000000e+01
2.283980000000000000e+05,-1.300000000000000000e+01
2.304510000000000000e+05,-9.000000000000000000e+00
2.325850000000000000e+05,-9.000000000000000000e+00
2.344040000000000000e+05,-1.300000000000000000e+01
2.366840000000000000e+05,-8.000000000000000000e+00
2.389220000000000000e+05,-1.000000000000000000e+01
2.412050000000000000e+05,-9.000000000000000000e+00
2.427010000000000000e+05,-1.500000000000000000e+01
2.444720000000000000e+05,-1.300000000000000000e+01
2.464030000000000000e+05,-1.200000000000000000e+01
2.482040000000000000e+05,-1.300000000000000000e+01
